# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.7961
_ch0_neuron0,	1.7228
_ch0_neuron0,	2.6685
_ch0_neuron0,	3.6061
_ch0_neuron0,	4.4305
_ch0_neuron0,	5.2954
_ch0_neuron0,	6.2124
_ch0_neuron0,	7.1475
_ch0_neuron0,	8.0706
_ch0_neuron0,	8.8922
_ch0_neuron0,	9.7307
_ch0_neuron0,	10.6084
_ch0_neuron0,	11.5319
_ch0_neuron0,	12.4547
_ch0_neuron0,	13.3085
_ch0_neuron0,	14.0937
_ch0_neuron0,	14.8864
_ch0_neuron0,	15.7150
_ch0_neuron0,	16.6062
_ch0_neuron0,	17.5511
_ch0_neuron0,	18.4428
_ch0_neuron0,	19.3131
_ch0_neuron0,	20.2371
_ch0_neuron0,	21.1648
_ch0_neuron0,	22.0664
_ch0_neuron0,	22.8991
_ch0_neuron0,	23.6721
_ch0_neuron0,	24.4758
_ch0_neuron0,	25.3687
_ch0_neuron0,	26.3225
_ch0_neuron0,	27.2818
_ch0_neuron0,	28.1460
_ch0_neuron0,	29.0022
_ch0_neuron0,	29.8849
_ch0_neuron0,	30.7700
_ch0_neuron0,	31.6581
_ch0_neuron0,	32.4903
_ch0_neuron0,	33.2735
_ch0_neuron0,	34.0872
_ch0_neuron0,	34.9613
_ch0_neuron0,	35.8587
_ch0_neuron0,	36.7352
_ch0_neuron0,	37.5700
_ch0_neuron0,	38.4343
_ch0_neuron0,	39.3055
_ch0_neuron0,	40.1774
_ch0_neuron0,	41.0090
_ch0_neuron0,	41.8292
_ch0_neuron0,	42.6715
_ch0_neuron0,	43.5705
_ch0_neuron0,	44.4497
_ch0_neuron0,	45.2582
_ch0_neuron0,	46.0276
_ch0_neuron0,	46.8512
_ch0_neuron0,	47.7034
_ch0_neuron0,	48.6234
_ch0_neuron0,	49.5143
_ch0_neuron0,	50.3585
_ch0_neuron0,	51.2480
_ch0_neuron0,	52.1460
_ch0_neuron0,	53.0168
_ch0_neuron0,	53.8339
_ch0_neuron0,	54.6792
_ch0_neuron0,	55.5430
_ch0_neuron0,	56.4109
_ch0_neuron0,	57.2178
_ch0_neuron0,	58.0352
_ch0_neuron0,	58.8798
_ch0_neuron0,	59.7658
_ch0_neuron0,	60.6564
_ch0_neuron0,	61.4928
_ch0_neuron0,	62.3720
_ch0_neuron0,	63.2608
_ch0_neuron0,	64.1530
_ch0_neuron0,	64.9923
_ch0_neuron0,	65.8462
_ch0_neuron0,	66.7246
_ch0_neuron0,	67.6081
_ch0_neuron0,	68.4289
_ch0_neuron0,	69.2495
_ch0_neuron0,	70.0845
_ch0_neuron0,	70.9283
_ch0_neuron0,	71.8005
_ch0_neuron0,	72.6799
_ch0_neuron0,	73.5298
_ch0_neuron0,	74.3617
_ch0_neuron0,	75.1757
_ch0_neuron0,	75.9627
_ch0_neuron0,	76.7356
_ch0_neuron0,	77.5381
_ch0_neuron0,	78.3840
_ch0_neuron0,	79.2580
_ch0_neuron0,	80.0722
_ch0_neuron0,	80.8348
_ch0_neuron0,	81.6560
_ch0_neuron0,	82.5135
_ch0_neuron0,	83.3941
_ch0_neuron0,	84.2980
_ch0_neuron0,	85.1524
_ch0_neuron0,	85.9892
_ch0_neuron0,	86.8666
_ch0_neuron0,	87.7422
_ch0_neuron0,	88.6124
_ch0_neuron0,	89.4097
_ch0_neuron0,	90.1923
_ch0_neuron0,	90.9996
_ch0_neuron0,	91.8457
_ch0_neuron0,	92.7286
_ch0_neuron0,	93.6108
_ch0_neuron0,	94.4767
_ch0_neuron0,	95.3389
_ch0_neuron0,	96.1708
_ch0_neuron0,	96.9368
_ch0_neuron0,	97.6767
_ch0_neuron0,	98.4490
_ch0_neuron0,	99.3482
_ch0_neuron0,	100.3330
_ch0_neuron0,	101.2822
_ch0_neuron0,	102.1219
_ch0_neuron0,	103.0023
_ch0_neuron0,	103.9006
_ch0_neuron0,	104.7937
_ch0_neuron0,	105.6287
_ch0_neuron0,	106.4118
_ch0_neuron0,	107.2051
_ch0_neuron0,	108.0131
_ch0_neuron0,	108.8480
_ch0_neuron0,	109.6931
_ch0_neuron0,	110.5241
_ch0_neuron0,	111.3480
_ch0_neuron0,	112.1936
_ch0_neuron0,	113.0561
_ch0_neuron0,	113.9040
_ch0_neuron0,	114.7638
_ch0_neuron0,	115.6107
_ch0_neuron0,	116.4516
_ch0_neuron0,	117.2471
_ch0_neuron0,	117.9908
_ch0_neuron0,	118.7425
_ch0_neuron0,	119.5337
_ch0_neuron0,	120.4181
_ch0_neuron0,	121.3460
_ch0_neuron0,	122.2391
_ch0_neuron0,	123.0373
_ch0_neuron0,	123.8890
_ch0_neuron0,	124.7630
_ch0_neuron0,	125.6238
_ch0_neuron0,	126.5111
_ch0_neuron0,	127.3262
_ch0_neuron0,	128.0792
_ch0_neuron0,	128.8474
