# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.6828
_ch0_neuron0,	1.5275
_ch0_neuron0,	2.4134
_ch0_neuron0,	3.3095
_ch0_neuron0,	4.1790
_ch0_neuron0,	5.0745
_ch0_neuron0,	6.0595
_ch0_neuron0,	6.9578
_ch0_neuron0,	7.8470
_ch0_neuron0,	8.7448
_ch0_neuron0,	9.6600
_ch0_neuron0,	10.6021
_ch0_neuron0,	11.1754
_ch0_neuron0,	11.4982
_ch0_neuron0,	12.3618
_ch0_neuron0,	13.2742
_ch0_neuron0,	14.2302
_ch0_neuron0,	15.1362
_ch0_neuron0,	16.0586
_ch0_neuron0,	17.0051
_ch0_neuron0,	17.9909
_ch0_neuron0,	18.9992
_ch0_neuron0,	19.9384
_ch0_neuron0,	20.8636
_ch0_neuron0,	21.7797
_ch0_neuron0,	22.3474
_ch0_neuron0,	22.6620
_ch0_neuron0,	23.1641
_ch0_neuron0,	23.4804
_ch0_neuron0,	24.2989
_ch0_neuron0,	25.1250
_ch0_neuron0,	26.0602
_ch0_neuron0,	26.9923
_ch0_neuron0,	27.9105
_ch0_neuron0,	28.8483
_ch0_neuron0,	29.8014
_ch0_neuron0,	30.6625
_ch0_neuron0,	31.5011
_ch0_neuron0,	32.3474
_ch0_neuron0,	33.2295
_ch0_neuron0,	33.7680
_ch0_neuron0,	34.0853
_ch0_neuron0,	34.9029
_ch0_neuron0,	35.7371
_ch0_neuron0,	36.6297
_ch0_neuron0,	37.6181
_ch0_neuron0,	38.5315
_ch0_neuron0,	39.4013
_ch0_neuron0,	40.2844
_ch0_neuron0,	41.1406
_ch0_neuron0,	41.9935
_ch0_neuron0,	42.7821
_ch0_neuron0,	43.5811
_ch0_neuron0,	44.4195
_ch0_neuron0,	44.9784
_ch0_neuron0,	45.2963
_ch0_neuron0,	46.1801
_ch0_neuron0,	47.1043
_ch0_neuron0,	48.0586
_ch0_neuron0,	48.9260
_ch0_neuron0,	49.8523
_ch0_neuron0,	50.7555
_ch0_neuron0,	51.3302
_ch0_neuron0,	51.6497
_ch0_neuron0,	52.4988
_ch0_neuron0,	53.3387
_ch0_neuron0,	54.1743
_ch0_neuron0,	55.0721
_ch0_neuron0,	55.9559
_ch0_neuron0,	56.8206
_ch0_neuron0,	57.7356
_ch0_neuron0,	58.6357
_ch0_neuron0,	59.5170
_ch0_neuron0,	60.3827
_ch0_neuron0,	61.2853
_ch0_neuron0,	62.1963
_ch0_neuron0,	63.1079
_ch0_neuron0,	63.6674
_ch0_neuron0,	63.9933
_ch0_neuron0,	64.9268
_ch0_neuron0,	65.8817
_ch0_neuron0,	66.4715
_ch0_neuron0,	66.7981
_ch0_neuron0,	67.6427
_ch0_neuron0,	68.5261
_ch0_neuron0,	69.4147
_ch0_neuron0,	69.9990
_ch0_neuron0,	70.3199
_ch0_neuron0,	71.2217
_ch0_neuron0,	72.0795
_ch0_neuron0,	72.6218
_ch0_neuron0,	72.9456
_ch0_neuron0,	73.8101
_ch0_neuron0,	74.6957
_ch0_neuron0,	75.2759
_ch0_neuron0,	75.5967
_ch0_neuron0,	76.4613
_ch0_neuron0,	77.3111
_ch0_neuron0,	78.1919
_ch0_neuron0,	79.1197
_ch0_neuron0,	79.9936
_ch0_neuron0,	80.8256
_ch0_neuron0,	81.7003
_ch0_neuron0,	82.5979
_ch0_neuron0,	83.5322
_ch0_neuron0,	84.4281
_ch0_neuron0,	85.3107
_ch0_neuron0,	86.1788
_ch0_neuron0,	86.7120
_ch0_neuron0,	87.0331
_ch0_neuron0,	87.8307
_ch0_neuron0,	88.6815
_ch0_neuron0,	89.5863
_ch0_neuron0,	90.5394
_ch0_neuron0,	91.4656
_ch0_neuron0,	92.3696
_ch0_neuron0,	93.2932
_ch0_neuron0,	94.2571
_ch0_neuron0,	94.8795
_ch0_neuron0,	95.2102
_ch0_neuron0,	96.0569
_ch0_neuron0,	96.8318
_ch0_neuron0,	97.6249
_ch0_neuron0,	98.4275
_ch0_neuron0,	99.2718
_ch0_neuron0,	100.0519
_ch0_neuron0,	100.9117
_ch0_neuron0,	101.8056
_ch0_neuron0,	102.7147
_ch0_neuron0,	103.6126
_ch0_neuron0,	104.5592
_ch0_neuron0,	105.4847
_ch0_neuron0,	106.3575
_ch0_neuron0,	107.2737
_ch0_neuron0,	108.1463
_ch0_neuron0,	108.9814
_ch0_neuron0,	109.7971
_ch0_neuron0,	110.6070
_ch0_neuron0,	111.4833
_ch0_neuron0,	112.3348
_ch0_neuron0,	113.1615
_ch0_neuron0,	114.0217
_ch0_neuron0,	114.6242
_ch0_neuron0,	114.9407
_ch0_neuron0,	115.7869
_ch0_neuron0,	116.6580
_ch0_neuron0,	117.5244
_ch0_neuron0,	118.4198
_ch0_neuron0,	119.3033
_ch0_neuron0,	120.1258
_ch0_neuron0,	120.9918
_ch0_neuron0,	121.8562
_ch0_neuron0,	122.3906
_ch0_neuron0,	122.7073
_ch0_neuron0,	123.5055
_ch0_neuron0,	124.3195
_ch0_neuron0,	125.1641
_ch0_neuron0,	126.0712
_ch0_neuron0,	126.9455
_ch0_neuron0,	127.7898
_ch0_neuron0,	128.6346
_ch0_neuron0,	129.4803
_ch0_neuron0,	130.3533
_ch0_neuron0,	131.2038
_ch0_neuron0,	132.0518
_ch0_neuron0,	132.8365
_ch0_neuron0,	133.6829
_ch0_neuron0,	134.5766
_ch0_neuron0,	135.4792
_ch0_neuron0,	136.3473
_ch0_neuron0,	137.1589
_ch0_neuron0,	137.9474
_ch0_neuron0,	138.7306
_ch0_neuron0,	139.5254
_ch0_neuron0,	140.3510
_ch0_neuron0,	141.2171
_ch0_neuron0,	142.1481
_ch0_neuron0,	143.1152
_ch0_neuron0,	144.0081
_ch0_neuron0,	144.9412
_ch0_neuron0,	145.8811
_ch0_neuron0,	146.8574
_ch0_neuron0,	147.8402
_ch0_neuron0,	148.7993
_ch0_neuron0,	149.3793
_ch0_neuron0,	149.7117
_ch0_neuron0,	150.5874
_ch0_neuron0,	151.4599
_ch0_neuron0,	152.3662
_ch0_neuron0,	152.9026
_ch0_neuron0,	153.2131
_ch0_neuron0,	154.0549
_ch0_neuron0,	154.8592
_ch0_neuron0,	155.7071
_ch0_neuron0,	156.5848
_ch0_neuron0,	157.5204
_ch0_neuron0,	158.0786
_ch0_neuron0,	158.3974
_ch0_neuron0,	159.2540
_ch0_neuron0,	160.1346
_ch0_neuron0,	161.0258
_ch0_neuron0,	161.5372
_ch0_neuron0,	161.8558
_ch0_neuron0,	162.6376
_ch0_neuron0,	163.3852
_ch0_neuron0,	164.1154
_ch0_neuron0,	164.5287
_ch0_neuron0,	164.8417
_ch0_neuron0,	165.5548
_ch0_neuron0,	166.2586
_ch0_neuron0,	167.0021
_ch0_neuron0,	167.8823
_ch0_neuron0,	168.8618
_ch0_neuron0,	169.7756
_ch0_neuron0,	170.7205
_ch0_neuron0,	171.6502
_ch0_neuron0,	172.2648
_ch0_neuron0,	172.5888
_ch0_neuron0,	173.1112
_ch0_neuron0,	173.4428
_ch0_neuron0,	174.2142
_ch0_neuron0,	175.0171
_ch0_neuron0,	175.8620
_ch0_neuron0,	176.7568
_ch0_neuron0,	177.6389
_ch0_neuron0,	178.5125
_ch0_neuron0,	179.4488
_neuron0threshhig7086,	0.0000
_neuron0threshlow3221,	0.0000
