# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.0700
_ch0_neuron0,	0.7324
_ch0_neuron0,	1.3836
_ch0_neuron0,	2.0198
_ch0_neuron0,	2.6418
_ch0_neuron0,	3.3627
_ch0_neuron0,	4.2190
_ch0_neuron0,	5.0350
_ch0_neuron0,	5.2905
_ch0_neuron0,	5.7584
_ch0_neuron0,	6.4967
_ch0_neuron0,	7.2516
_ch0_neuron0,	8.0058
_ch0_neuron0,	8.7030
_ch0_neuron0,	8.9557
_ch0_neuron0,	9.4182
_ch0_neuron0,	10.1628
_ch0_neuron0,	10.8528
_ch0_neuron0,	11.5210
_ch0_neuron0,	12.2289
_ch0_neuron0,	12.9213
_ch0_neuron0,	13.5942
_ch0_neuron0,	14.3032
_ch0_neuron0,	14.9855
_ch0_neuron0,	15.6520
_ch0_neuron0,	16.3358
_ch0_neuron0,	17.0173
_ch0_neuron0,	17.6606
_ch0_neuron0,	18.3136
_ch0_neuron0,	18.5488
_ch0_neuron0,	18.9752
_ch0_neuron0,	19.6037
_ch0_neuron0,	19.8588
_ch0_neuron0,	20.2266
_ch0_neuron0,	20.8393
_ch0_neuron0,	21.4368
_ch0_neuron0,	22.0360
_ch0_neuron0,	22.6256
_ch0_neuron0,	23.2209
_ch0_neuron0,	23.7996
_ch0_neuron0,	24.3819
_ch0_neuron0,	24.9565
_ch0_neuron0,	25.5322
_ch0_neuron0,	26.1123
_ch0_neuron0,	26.3583
_ch0_neuron0,	26.6838
_ch0_neuron0,	27.2611
_ch0_neuron0,	27.8318
_ch0_neuron0,	28.4028
_ch0_neuron0,	28.9606
_ch0_neuron0,	29.5244
_ch0_neuron0,	30.0903
_ch0_neuron0,	30.6575
_ch0_neuron0,	31.2442
_ch0_neuron0,	31.4799
_ch0_neuron0,	31.8210
_ch0_neuron0,	32.0520
_ch0_neuron0,	32.4111
_ch0_neuron0,	32.9981
_ch0_neuron0,	33.5855
_ch0_neuron0,	34.1730
_ch0_neuron0,	34.7479
_ch0_neuron0,	35.3305
_ch0_neuron0,	35.9014
_ch0_neuron0,	36.4770
_ch0_neuron0,	37.0455
_ch0_neuron0,	37.6269
_ch0_neuron0,	38.2146
_ch0_neuron0,	38.7924
_ch0_neuron0,	39.3839
_ch0_neuron0,	39.9691
_ch0_neuron0,	40.5612
_ch0_neuron0,	41.1602
_ch0_neuron0,	41.7528
_ch0_neuron0,	42.3679
_ch0_neuron0,	42.9588
_ch0_neuron0,	43.5615
_ch0_neuron0,	44.1576
_ch0_neuron0,	44.7476
_ch0_neuron0,	45.3464
_ch0_neuron0,	45.9341
_ch0_neuron0,	46.5356
_ch0_neuron0,	47.1255
_ch0_neuron0,	47.3666
_ch0_neuron0,	47.7260
_ch0_neuron0,	48.3380
_ch0_neuron0,	48.9348
_ch0_neuron0,	49.5415
_ch0_neuron0,	50.1363
_ch0_neuron0,	50.7315
_ch0_neuron0,	51.3305
_ch0_neuron0,	51.9137
_ch0_neuron0,	52.5037
_ch0_neuron0,	53.0842
_ch0_neuron0,	53.6729
_ch0_neuron0,	54.2716
_ch0_neuron0,	54.8624
_ch0_neuron0,	55.4690
_ch0_neuron0,	56.0660
_ch0_neuron0,	56.6772
_ch0_neuron0,	57.2846
_ch0_neuron0,	57.8705
_ch0_neuron0,	58.4683
_ch0_neuron0,	59.0530
_ch0_neuron0,	59.6412
_ch0_neuron0,	60.2257
_ch0_neuron0,	60.8098
_ch0_neuron0,	61.4133
_ch0_neuron0,	62.0086
_ch0_neuron0,	62.6303
_ch0_neuron0,	63.2504
_ch0_neuron0,	63.8665
_ch0_neuron0,	64.5012
_ch0_neuron0,	65.1074
_ch0_neuron0,	65.7213
_ch0_neuron0,	66.3305
_ch0_neuron0,	66.9274
_ch0_neuron0,	67.5359
_ch0_neuron0,	68.1270
_ch0_neuron0,	68.7211
_ch0_neuron0,	69.3174
_ch0_neuron0,	69.9060
_ch0_neuron0,	70.5082
_ch0_neuron0,	71.0951
_ch0_neuron0,	71.3215
_ch0_neuron0,	71.6944
_ch0_neuron0,	72.2998
_ch0_neuron0,	72.9119
_ch0_neuron0,	73.5419
_ch0_neuron0,	74.1475
_ch0_neuron0,	74.3887
_ch0_neuron0,	74.7604
_ch0_neuron0,	75.3656
_ch0_neuron0,	75.9695
_ch0_neuron0,	76.5888
_ch0_neuron0,	77.1849
_ch0_neuron0,	77.7778
_ch0_neuron0,	78.3775
_ch0_neuron0,	78.6172
_ch0_neuron0,	78.9678
_ch0_neuron0,	79.1888
_ch0_neuron0,	79.5666
_ch0_neuron0,	80.1554
_ch0_neuron0,	80.7596
_ch0_neuron0,	81.3664
_ch0_neuron0,	81.9572
_ch0_neuron0,	82.5681
_ch0_neuron0,	82.8045
_ch0_neuron0,	83.1676
_ch0_neuron0,	83.7737
_ch0_neuron0,	84.3834
_ch0_neuron0,	84.9812
_ch0_neuron0,	85.5898
_ch0_neuron0,	86.1852
_ch0_neuron0,	86.7816
_ch0_neuron0,	87.3787
_ch0_neuron0,	87.9618
_ch0_neuron0,	88.5553
_ch0_neuron0,	89.1392
_ch0_neuron0,	89.3862
_ch0_neuron0,	89.7394
_ch0_neuron0,	90.3412
_ch0_neuron0,	90.9600
_ch0_neuron0,	91.5937
_ch0_neuron0,	92.2124
_ch0_neuron0,	92.8509
_ch0_neuron0,	93.4792
_ch0_neuron0,	94.0997
_ch0_neuron0,	94.7380
_ch0_neuron0,	95.3574
_ch0_neuron0,	95.9756
_ch0_neuron0,	96.6014
_ch0_neuron0,	97.2053
_ch0_neuron0,	97.8157
_ch0_neuron0,	98.4180
_ch0_neuron0,	99.0308
_ch0_neuron0,	99.6678
_ch0_neuron0,	100.2884
_ch0_neuron0,	100.4895
_ch0_neuron0,	100.9462
_ch0_neuron0,	101.6020
_ch0_neuron0,	102.2436
_ch0_neuron0,	102.8995
_ch0_neuron0,	103.5493
_ch0_neuron0,	104.1726
_ch0_neuron0,	104.8060
_ch0_neuron0,	105.4225
_ch0_neuron0,	106.0369
_ch0_neuron0,	106.6778
_ch0_neuron0,	107.3111
_ch0_neuron0,	107.9620
_ch0_neuron0,	108.6270
_ch0_neuron0,	109.2622
_ch0_neuron0,	109.9003
_ch0_neuron0,	110.5460
_ch0_neuron0,	111.1736
_ch0_neuron0,	111.4073
_ch0_neuron0,	111.8203
_ch0_neuron0,	112.4659
_ch0_neuron0,	113.0945
_ch0_neuron0,	113.7403
_ch0_neuron0,	114.3759
_ch0_neuron0,	115.0144
_ch0_neuron0,	115.6665
_ch0_neuron0,	116.2970
