# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.2257
_ch0_neuron0,	1.0376
_ch0_neuron0,	1.7854
_ch0_neuron0,	2.5282
_ch0_neuron0,	3.2857
_ch0_neuron0,	4.0590
_ch0_neuron0,	4.8064
_ch0_neuron0,	5.5306
_ch0_neuron0,	6.2843
_ch0_neuron0,	7.0613
_ch0_neuron0,	7.8042
_ch0_neuron0,	8.5387
_ch0_neuron0,	9.2933
_ch0_neuron0,	10.0667
_ch0_neuron0,	10.8094
_ch0_neuron0,	11.5573
_ch0_neuron0,	12.2851
_ch0_neuron0,	13.0343
_ch0_neuron0,	13.7669
_ch0_neuron0,	14.4770
_ch0_neuron0,	15.1979
_ch0_neuron0,	15.9067
_ch0_neuron0,	16.6452
_ch0_neuron0,	17.3548
_ch0_neuron0,	18.0809
_ch0_neuron0,	18.7963
_ch0_neuron0,	19.4994
_ch0_neuron0,	20.2413
_ch0_neuron0,	20.9754
_ch0_neuron0,	21.6584
_ch0_neuron0,	22.3927
_ch0_neuron0,	23.1380
_ch0_neuron0,	23.8847
_ch0_neuron0,	24.5741
_ch0_neuron0,	25.3070
_ch0_neuron0,	26.0343
_ch0_neuron0,	26.7403
_ch0_neuron0,	27.4855
_ch0_neuron0,	28.2039
_ch0_neuron0,	28.9373
_ch0_neuron0,	29.6842
_ch0_neuron0,	30.4751
_ch0_neuron0,	31.2471
_ch0_neuron0,	32.0091
_ch0_neuron0,	32.7779
_ch0_neuron0,	33.5357
_ch0_neuron0,	34.2661
_ch0_neuron0,	34.9918
_ch0_neuron0,	35.7191
_ch0_neuron0,	36.4388
_ch0_neuron0,	37.1704
_ch0_neuron0,	37.8921
_ch0_neuron0,	38.5956
_ch0_neuron0,	39.3207
_ch0_neuron0,	40.0361
_ch0_neuron0,	40.7266
_ch0_neuron0,	41.4144
_ch0_neuron0,	42.1180
_ch0_neuron0,	42.8212
_ch0_neuron0,	43.5066
_ch0_neuron0,	44.2395
_ch0_neuron0,	44.9744
_ch0_neuron0,	45.6662
_ch0_neuron0,	46.4002
_ch0_neuron0,	47.1285
_ch0_neuron0,	47.8363
_ch0_neuron0,	48.5340
_ch0_neuron0,	49.2576
_ch0_neuron0,	49.9694
_ch0_neuron0,	50.6812
_ch0_neuron0,	51.3285
_ch0_neuron0,	51.9958
_ch0_neuron0,	52.7023
_ch0_neuron0,	53.4188
_ch0_neuron0,	54.1569
_ch0_neuron0,	54.8460
_ch0_neuron0,	55.5204
_ch0_neuron0,	56.2174
_ch0_neuron0,	56.8940
_ch0_neuron0,	57.5738
_ch0_neuron0,	58.2809
_ch0_neuron0,	58.9902
_ch0_neuron0,	59.6954
_ch0_neuron0,	60.4115
_ch0_neuron0,	61.1341
_ch0_neuron0,	61.8305
_ch0_neuron0,	62.5513
_ch0_neuron0,	63.2918
_ch0_neuron0,	64.0260
_ch0_neuron0,	64.7143
_ch0_neuron0,	65.4182
_ch0_neuron0,	66.1272
_ch0_neuron0,	66.8279
_ch0_neuron0,	67.4887
_ch0_neuron0,	68.1344
_ch0_neuron0,	68.7758
_ch0_neuron0,	69.4997
_ch0_neuron0,	70.2664
_ch0_neuron0,	70.9929
_ch0_neuron0,	71.6936
_ch0_neuron0,	72.4017
_ch0_neuron0,	73.1084
_ch0_neuron0,	73.7963
_ch0_neuron0,	74.5196
_ch0_neuron0,	75.2666
_ch0_neuron0,	75.9841
_ch0_neuron0,	76.7141
_ch0_neuron0,	77.4302
_ch0_neuron0,	78.1267
_ch0_neuron0,	78.7941
_ch0_neuron0,	79.4564
_ch0_neuron0,	80.1205
_ch0_neuron0,	80.7700
_ch0_neuron0,	81.4407
_ch0_neuron0,	82.1346
_ch0_neuron0,	82.8159
_ch0_neuron0,	83.5230
_ch0_neuron0,	84.1921
_ch0_neuron0,	84.8396
_ch0_neuron0,	85.4969
_ch0_neuron0,	86.1743
_ch0_neuron0,	86.8415
_ch0_neuron0,	87.5314
_ch0_neuron0,	88.2205
_ch0_neuron0,	88.8828
_ch0_neuron0,	89.5684
_ch0_neuron0,	90.2636
_ch0_neuron0,	90.9331
_ch0_neuron0,	91.6011
_ch0_neuron0,	92.2761
_ch0_neuron0,	92.9454
_ch0_neuron0,	93.6091
_ch0_neuron0,	94.2940
_ch0_neuron0,	94.9616
_ch0_neuron0,	95.6297
_ch0_neuron0,	96.3005
_ch0_neuron0,	96.9549
_ch0_neuron0,	97.6137
_ch0_neuron0,	98.2699
_ch0_neuron0,	98.9213
_ch0_neuron0,	99.5856
_ch0_neuron0,	100.2116
_ch0_neuron0,	100.8478
_ch0_neuron0,	101.5086
_ch0_neuron0,	102.1969
_ch0_neuron0,	102.8456
_ch0_neuron0,	103.4981
_ch0_neuron0,	104.1529
_ch0_neuron0,	104.7956
_ch0_neuron0,	105.4441
_ch0_neuron0,	106.0932
_ch0_neuron0,	106.7385
_ch0_neuron0,	107.4078
_ch0_neuron0,	108.0630
_ch0_neuron0,	108.7205
_ch0_neuron0,	109.3960
_ch0_neuron0,	110.0802
_ch0_neuron0,	110.7470
_ch0_neuron0,	111.4315
_ch0_neuron0,	112.0998
_ch0_neuron0,	112.7767
_ch0_neuron0,	113.4637
_ch0_neuron0,	114.1428
_ch0_neuron0,	114.8072
_ch0_neuron0,	115.4736
_ch0_neuron0,	116.1254
_ch0_neuron0,	116.7931
_ch0_neuron0,	117.4843
_ch0_neuron0,	118.1824
_ch0_neuron0,	118.8781
_ch0_neuron0,	119.5940
_ch0_neuron0,	120.2850
_ch0_neuron0,	120.9966
_ch0_neuron0,	121.7389
_ch0_neuron0,	122.4318
_ch0_neuron0,	123.1121
_ch0_neuron0,	123.8017
_ch0_neuron0,	124.4664
_ch0_neuron0,	125.1096
_ch0_neuron0,	125.7696
_ch0_neuron0,	126.4209
_ch0_neuron0,	127.0961
_ch0_neuron0,	127.8317
_ch0_neuron0,	128.5773
_ch0_neuron0,	129.3071
_ch0_neuron0,	130.0326
_ch0_neuron0,	130.7833
_ch0_neuron0,	131.5222
_ch0_neuron0,	132.2281
_ch0_neuron0,	132.9626
_ch0_neuron0,	133.6936
_ch0_neuron0,	134.3918
_ch0_neuron0,	135.0679
_ch0_neuron0,	135.7749
_ch0_neuron0,	136.4587
_ch0_neuron0,	137.1352
_ch0_neuron0,	137.8268
_ch0_neuron0,	138.5110
_ch0_neuron0,	139.1665
_ch0_neuron0,	139.8282
_ch0_neuron0,	140.4804
_ch0_neuron0,	141.1220
_ch0_neuron0,	141.7834
_ch0_neuron0,	142.4646
_ch0_neuron0,	143.1275
_ch0_neuron0,	143.8367
_ch0_neuron0,	144.5525
_ch0_neuron0,	145.2427
_ch0_neuron0,	145.9490
_ch0_neuron0,	146.6681
_ch0_neuron0,	147.3664
_ch0_neuron0,	148.0817
_ch0_neuron0,	148.7959
_ch0_neuron0,	149.4785
_ch0_neuron0,	150.1413
_ch0_neuron0,	150.8076
_ch0_neuron0,	151.4800
_ch0_neuron0,	152.1404
_ch0_neuron0,	152.8124
_ch0_neuron0,	153.4713
_ch0_neuron0,	154.1245
_ch0_neuron0,	154.8057
_ch0_neuron0,	155.4757
_ch0_neuron0,	156.1392
_ch0_neuron0,	156.7973
_ch0_neuron0,	157.4515
_ch0_neuron0,	158.1009
_ch0_neuron0,	158.7630
_ch0_neuron0,	159.4488
_ch0_neuron0,	160.1303
_ch0_neuron0,	160.8304
_ch0_neuron0,	161.5401
_ch0_neuron0,	162.2062
_ch0_neuron0,	162.8777
_ch0_neuron0,	163.5364
_ch0_neuron0,	164.1837
_ch0_neuron0,	164.8475
_ch0_neuron0,	165.5022
_ch0_neuron0,	166.1675
_ch0_neuron0,	166.8339
_ch0_neuron0,	167.4909
_ch0_neuron0,	168.1447
_ch0_neuron0,	168.8234
_ch0_neuron0,	169.5000
_ch0_neuron0,	170.1778
