# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.6626
_ch0_neuron0,	1.6387
_ch0_neuron0,	2.5448
_ch0_neuron0,	3.4157
_ch0_neuron0,	4.2602
_ch0_neuron0,	5.1040
_ch0_neuron0,	5.9884
_ch0_neuron0,	6.8934
_ch0_neuron0,	7.8290
_ch0_neuron0,	8.7210
_ch0_neuron0,	9.6046
_ch0_neuron0,	10.4901
_ch0_neuron0,	11.4339
_ch0_neuron0,	12.3576
_ch0_neuron0,	13.2824
_ch0_neuron0,	14.2064
_ch0_neuron0,	15.1118
_ch0_neuron0,	15.9960
_ch0_neuron0,	16.8800
_ch0_neuron0,	17.7446
_ch0_neuron0,	18.6081
_ch0_neuron0,	19.4534
_ch0_neuron0,	20.3160
_ch0_neuron0,	21.1411
_ch0_neuron0,	21.9451
_ch0_neuron0,	22.7592
_ch0_neuron0,	23.5531
_ch0_neuron0,	24.3692
_ch0_neuron0,	25.1601
_ch0_neuron0,	25.9441
_ch0_neuron0,	26.7411
_ch0_neuron0,	27.5454
_ch0_neuron0,	28.3568
_ch0_neuron0,	29.1609
_ch0_neuron0,	29.9441
_ch0_neuron0,	30.7398
_ch0_neuron0,	31.5523
_ch0_neuron0,	32.3570
_ch0_neuron0,	33.1603
_ch0_neuron0,	33.9450
_ch0_neuron0,	34.7493
_ch0_neuron0,	35.5723
_ch0_neuron0,	36.3774
_ch0_neuron0,	37.1740
_ch0_neuron0,	37.9450
_ch0_neuron0,	38.7283
_ch0_neuron0,	39.5127
_ch0_neuron0,	40.2965
_ch0_neuron0,	41.0611
_ch0_neuron0,	41.8451
_ch0_neuron0,	42.6689
_ch0_neuron0,	43.5127
_ch0_neuron0,	44.3374
_ch0_neuron0,	45.1610
_ch0_neuron0,	45.9848
_ch0_neuron0,	46.8301
_ch0_neuron0,	47.6869
_ch0_neuron0,	48.5493
_ch0_neuron0,	49.4013
_ch0_neuron0,	50.2655
_ch0_neuron0,	51.1302
_ch0_neuron0,	52.0344
_ch0_neuron0,	52.9191
_ch0_neuron0,	53.8034
_ch0_neuron0,	54.6879
_ch0_neuron0,	55.5636
_ch0_neuron0,	56.4274
_ch0_neuron0,	57.2924
_ch0_neuron0,	58.1652
_ch0_neuron0,	59.0688
_ch0_neuron0,	59.9738
_ch0_neuron0,	60.8973
_ch0_neuron0,	61.8020
_ch0_neuron0,	62.7268
_ch0_neuron0,	63.6638
_ch0_neuron0,	64.5752
_ch0_neuron0,	65.4796
_ch0_neuron0,	66.3772
_ch0_neuron0,	67.2665
_ch0_neuron0,	68.1509
_ch0_neuron0,	69.0563
_ch0_neuron0,	69.9799
_ch0_neuron0,	70.9035
_ch0_neuron0,	71.8204
_ch0_neuron0,	72.7324
_ch0_neuron0,	73.6494
_ch0_neuron0,	74.5411
_ch0_neuron0,	75.4386
_ch0_neuron0,	76.3096
_ch0_neuron0,	77.1933
_ch0_neuron0,	78.0777
_ch0_neuron0,	78.9614
_ch0_neuron0,	79.8372
_ch0_neuron0,	80.7096
_ch0_neuron0,	81.5736
_ch0_neuron0,	82.4383
_ch0_neuron0,	83.3019
_ch0_neuron0,	84.1671
_ch0_neuron0,	85.0504
_ch0_neuron0,	85.9355
_ch0_neuron0,	86.8335
_ch0_neuron0,	87.7370
_ch0_neuron0,	88.6307
_ch0_neuron0,	89.5352
_ch0_neuron0,	90.4191
_ch0_neuron0,	91.2836
_ch0_neuron0,	92.1391
_ch0_neuron0,	93.0048
_ch0_neuron0,	93.8961
_ch0_neuron0,	94.7819
_ch0_neuron0,	95.6807
_ch0_neuron0,	96.5907
_ch0_neuron0,	97.4752
_ch0_neuron0,	98.3598
_ch0_neuron0,	99.2439
_ch0_neuron0,	100.1478
_ch0_neuron0,	101.0519
_ch0_neuron0,	101.9370
_ch0_neuron0,	102.8204
_ch0_neuron0,	103.7038
_ch0_neuron0,	104.5873
_ch0_neuron0,	105.4708
_ch0_neuron0,	106.3349
_ch0_neuron0,	107.1986
_ch0_neuron0,	108.0823
_ch0_neuron0,	108.9662
_ch0_neuron0,	109.8621
_ch0_neuron0,	110.7541
_ch0_neuron0,	111.6180
_ch0_neuron0,	112.4612
_ch0_neuron0,	113.2851
_ch0_neuron0,	114.1090
_ch0_neuron0,	114.9473
_ch0_neuron0,	115.7973
_ch0_neuron0,	116.6612
_ch0_neuron0,	117.5245
_ch0_neuron0,	118.3681
_ch0_neuron0,	119.2119
_ch0_neuron0,	120.0559
_ch0_neuron0,	120.9007
_ch0_neuron0,	121.7242
_ch0_neuron0,	122.5468
_ch0_neuron0,	123.3506
_ch0_neuron0,	124.1748
_ch0_neuron0,	125.0185
_ch0_neuron0,	125.8634
_ch0_neuron0,	126.7200
_ch0_neuron0,	127.5444
_ch0_neuron0,	128.3468
_ch0_neuron0,	129.1387
_ch0_neuron0,	129.9435
_ch0_neuron0,	130.7858
_ch0_neuron0,	131.5917
_ch0_neuron0,	132.3946
_ch0_neuron0,	133.1991
_ch0_neuron0,	134.0228
_ch0_neuron0,	134.8285
_ch0_neuron0,	135.6460
_ch0_neuron0,	136.4362
_ch0_neuron0,	137.2400
_ch0_neuron0,	138.0638
_ch0_neuron0,	138.8893
_ch0_neuron0,	139.7466
_ch0_neuron0,	140.5778
_ch0_neuron0,	141.4032
_ch0_neuron0,	142.2470
_ch0_neuron0,	143.1045
_ch0_neuron0,	143.9566
_ch0_neuron0,	144.8012
_ch0_neuron0,	145.6238
_ch0_neuron0,	146.4203
_ch0_neuron0,	147.2276
_ch0_neuron0,	148.0485
_ch0_neuron0,	148.8418
_ch0_neuron0,	149.6446
_ch0_neuron0,	150.4494
_ch0_neuron0,	151.2930
_ch0_neuron0,	152.1380
_ch0_neuron0,	153.0019
_ch0_neuron0,	153.8578
_ch0_neuron0,	154.6892
_ch0_neuron0,	155.4944
_ch0_neuron0,	156.3179
_ch0_neuron0,	157.1418
_ch0_neuron0,	157.9660
_ch0_neuron0,	158.7889
_ch0_neuron0,	159.5927
_ch0_neuron0,	160.3970
_ch0_neuron0,	161.2208
_ch0_neuron0,	162.0774
_ch0_neuron0,	162.9065
_ch0_neuron0,	163.7103
_ch0_neuron0,	164.4942
_ch0_neuron0,	165.2974
_ch0_neuron0,	166.1017
_ch0_neuron0,	166.9055
_ch0_neuron0,	167.6889
_ch0_neuron0,	168.4660
_ch0_neuron0,	169.2690
_ch0_neuron0,	170.0996
_ch0_neuron0,	170.9439
_ch0_neuron0,	171.7877
_ch0_neuron0,	172.6252
_ch0_neuron0,	173.4560
_ch0_neuron0,	174.2933
_ch0_neuron0,	175.1241
_ch0_neuron0,	175.9682
_ch0_neuron0,	176.7919
_ch0_neuron0,	177.5760
_ch0_neuron0,	178.3788
_ch0_neuron0,	179.1838
_ch0_neuron0,	180.0073
_neuron0threshhig26312,	0.0000
_neuron0threshlow3315,	0.0000
