# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.1655
_ch0_neuron0,	1.0096
_ch0_neuron0,	1.7835
_ch0_neuron0,	2.5432
_ch0_neuron0,	4.4556
_ch0_neuron0,	5.5735
_ch0_neuron0,	6.6536
_ch0_neuron0,	7.7485
_ch0_neuron0,	8.8141
_ch0_neuron0,	9.8514
_ch0_neuron0,	10.8821
_ch0_neuron0,	11.8348
_ch0_neuron0,	13.4362
_ch0_neuron0,	14.2600
_ch0_neuron0,	15.2295
_ch0_neuron0,	16.2487
_ch0_neuron0,	17.3311
_ch0_neuron0,	18.4102
_ch0_neuron0,	19.4673
_ch0_neuron0,	20.5152
_ch0_neuron0,	21.5286
_ch0_neuron0,	22.3895
_ch0_neuron0,	23.9587
_ch0_neuron0,	24.8414
_ch0_neuron0,	25.7979
_ch0_neuron0,	26.7872
_ch0_neuron0,	27.8105
_ch0_neuron0,	28.8422
_ch0_neuron0,	29.8312
_ch0_neuron0,	30.8059
_ch0_neuron0,	31.7171
_ch0_neuron0,	32.5108
_ch0_neuron0,	33.2633
_ch0_neuron0,	34.0252
_ch0_neuron0,	34.9012
_ch0_neuron0,	35.8564
_ch0_neuron0,	36.8200
_ch0_neuron0,	37.8090
_ch0_neuron0,	38.7983
_ch0_neuron0,	39.7575
_ch0_neuron0,	40.6887
_ch0_neuron0,	41.5943
_ch0_neuron0,	42.4263
_ch0_neuron0,	43.1949
_ch0_neuron0,	43.9383
_ch0_neuron0,	44.7340
_ch0_neuron0,	45.5959
_ch0_neuron0,	46.5097
_ch0_neuron0,	47.4230
_ch0_neuron0,	48.3525
_ch0_neuron0,	49.2416
_ch0_neuron0,	50.1222
_ch0_neuron0,	51.0031
_ch0_neuron0,	51.8255
_ch0_neuron0,	52.5902
_ch0_neuron0,	53.3178
_ch0_neuron0,	54.0457
_ch0_neuron0,	54.8261
_ch0_neuron0,	55.6873
_ch0_neuron0,	56.6110
_ch0_neuron0,	57.5577
_ch0_neuron0,	58.5077
_ch0_neuron0,	59.4203
_ch0_neuron0,	60.3244
_ch0_neuron0,	61.2046
_ch0_neuron0,	62.0276
_ch0_neuron0,	62.7933
_ch0_neuron0,	63.5463
_ch0_neuron0,	64.3295
_ch0_neuron0,	65.1898
_ch0_neuron0,	66.1046
_ch0_neuron0,	67.0215
_ch0_neuron0,	67.9492
_ch0_neuron0,	68.8595
_ch0_neuron0,	69.7471
_ch0_neuron0,	70.6299
_ch0_neuron0,	71.4643
_ch0_neuron0,	72.2247
_ch0_neuron0,	72.9592
_ch0_neuron0,	75.3257
_ch0_neuron0,	77.1279
_ch0_neuron0,	78.0375
_ch0_neuron0,	78.9356
_ch0_neuron0,	79.8063
_ch0_neuron0,	80.6568
_ch0_neuron0,	81.5079
_ch0_neuron0,	82.3212
_ch0_neuron0,	83.0751
_ch0_neuron0,	85.4402
_ch0_neuron0,	86.3396
_ch0_neuron0,	87.2468
_ch0_neuron0,	88.1544
_ch0_neuron0,	89.0594
_ch0_neuron0,	89.9319
_ch0_neuron0,	90.7770
_ch0_neuron0,	91.6089
_ch0_neuron0,	92.3966
_ch0_neuron0,	93.1366
_ch0_neuron0,	93.8669
_ch0_neuron0,	94.6383
_ch0_neuron0,	95.4549
_ch0_neuron0,	96.3286
_ch0_neuron0,	97.2413
_ch0_neuron0,	98.1679
_ch0_neuron0,	99.0659
_ch0_neuron0,	99.9533
_ch0_neuron0,	100.8407
_ch0_neuron0,	101.6915
_ch0_neuron0,	102.4718
_ch0_neuron0,	103.1982
_ch0_neuron0,	105.4219
_ch0_neuron0,	106.2646
_ch0_neuron0,	107.1273
_ch0_neuron0,	108.0063
_ch0_neuron0,	108.8800
_ch0_neuron0,	109.7537
_ch0_neuron0,	110.6372
_ch0_neuron0,	111.4719
_ch0_neuron0,	112.2303
_ch0_neuron0,	116.3737
_ch0_neuron0,	117.2873
_ch0_neuron0,	118.1931
_ch0_neuron0,	119.0718
_ch0_neuron0,	119.9135
_ch0_neuron0,	120.7548
_ch0_neuron0,	121.5833
_ch0_neuron0,	122.3896
_ch0_neuron0,	123.1365
_ch0_neuron0,	125.4312
_ch0_neuron0,	126.2949
_ch0_neuron0,	127.1640
_ch0_neuron0,	128.0185
_ch0_neuron0,	128.8680
_ch0_neuron0,	129.6971
_ch0_neuron0,	130.5085
_ch0_neuron0,	131.3186
_ch0_neuron0,	132.1003
_ch0_neuron0,	132.8361
_ch0_neuron0,	134.2446
_ch0_neuron0,	134.9819
_ch0_neuron0,	135.7606
_ch0_neuron0,	136.5682
_ch0_neuron0,	137.4038
_ch0_neuron0,	138.2529
_ch0_neuron0,	139.0942
_ch0_neuron0,	139.9302
_ch0_neuron0,	140.7486
_ch0_neuron0,	141.5511
_ch0_neuron0,	142.3009
_ch0_neuron0,	143.0193
_ch0_neuron0,	144.5358
_ch0_neuron0,	145.3538
_ch0_neuron0,	146.1714
_ch0_neuron0,	147.0110
_ch0_neuron0,	147.8484
_ch0_neuron0,	148.6872
_ch0_neuron0,	149.5115
_ch0_neuron0,	150.3390
_ch0_neuron0,	151.1769
_ch0_neuron0,	151.9616
_ch0_neuron0,	152.6938
_ch0_neuron0,	153.4124
_ch0_neuron0,	154.1648
_ch0_neuron0,	154.9757
_ch0_neuron0,	155.8047
_ch0_neuron0,	156.6458
_ch0_neuron0,	157.4828
_ch0_neuron0,	158.3095
_ch0_neuron0,	159.1167
_ch0_neuron0,	159.9025
_ch0_neuron0,	160.6890
_ch0_neuron0,	161.4710
_ch0_neuron0,	162.2506
_ch0_neuron0,	162.9853
_ch0_neuron0,	163.6964
_ch0_neuron0,	164.3996
_ch0_neuron0,	165.1630
_ch0_neuron0,	165.9875
_ch0_neuron0,	166.8433
_ch0_neuron0,	167.7297
_ch0_neuron0,	168.6314
_ch0_neuron0,	169.5324
_ch0_neuron0,	170.4059
_ch0_neuron0,	171.2544
_ch0_neuron0,	172.0719
_ch0_neuron0,	172.8198
_ch0_neuron0,	173.5403
_ch0_neuron0,	174.2574
_ch0_neuron0,	175.0149
_ch0_neuron0,	175.8262
_ch0_neuron0,	176.6666
_ch0_neuron0,	177.5229
_ch0_neuron0,	178.3935
_ch0_neuron0,	179.2627
_ch0_neuron0,	180.0909
_neuron0threshhig11738,	0.0000
_neuron0threshlow4111,	0.0000
