# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	0.7192
_ch0_neuron0,	1.5113
_ch0_neuron0,	2.2512
_ch0_neuron0,	2.9470
_ch0_neuron0,	4.3718
_ch0_neuron0,	5.1733
_ch0_neuron0,	6.0762
_ch0_neuron0,	6.9676
_ch0_neuron0,	7.8938
_ch0_neuron0,	8.8086
_ch0_neuron0,	9.7056
_ch0_neuron0,	10.5740
_ch0_neuron0,	11.4650
_ch0_neuron0,	12.2789
_ch0_neuron0,	13.7430
_ch0_neuron0,	15.2794
_ch0_neuron0,	16.1257
_ch0_neuron0,	17.0200
_ch0_neuron0,	17.9090
_ch0_neuron0,	18.7931
_ch0_neuron0,	19.6787
_ch0_neuron0,	20.5614
_ch0_neuron0,	21.4073
_ch0_neuron0,	22.2314
_ch0_neuron0,	22.9575
_ch0_neuron0,	25.1892
_ch0_neuron0,	26.0579
_ch0_neuron0,	26.9845
_ch0_neuron0,	27.9032
_ch0_neuron0,	28.8273
_ch0_neuron0,	29.7138
_ch0_neuron0,	30.5658
_ch0_neuron0,	31.3945
_ch0_neuron0,	32.1904
_ch0_neuron0,	34.3172
_ch0_neuron0,	35.0575
_ch0_neuron0,	35.8783
_ch0_neuron0,	36.7909
_ch0_neuron0,	37.7554
_ch0_neuron0,	38.6911
_ch0_neuron0,	39.6370
_ch0_neuron0,	40.5493
_ch0_neuron0,	41.4025
_ch0_neuron0,	42.2305
_ch0_neuron0,	42.9747
_ch0_neuron0,	44.4319
_ch0_neuron0,	45.1707
_ch0_neuron0,	45.9483
_ch0_neuron0,	46.7908
_ch0_neuron0,	47.7370
_ch0_neuron0,	48.7230
_ch0_neuron0,	49.6784
_ch0_neuron0,	50.6177
_ch0_neuron0,	51.5507
_ch0_neuron0,	54.6278
_ch0_neuron0,	55.4245
_ch0_neuron0,	56.2753
_ch0_neuron0,	57.1902
_ch0_neuron0,	58.1063
_ch0_neuron0,	59.0177
_ch0_neuron0,	59.9139
_ch0_neuron0,	60.8181
_ch0_neuron0,	61.6577
_ch0_neuron0,	62.4081
_ch0_neuron0,	63.1077
_ch0_neuron0,	63.8150
_ch0_neuron0,	64.5500
_ch0_neuron0,	65.3496
_ch0_neuron0,	66.3078
_ch0_neuron0,	67.2505
_ch0_neuron0,	68.1914
_ch0_neuron0,	69.1261
_ch0_neuron0,	70.0205
_ch0_neuron0,	70.8845
_ch0_neuron0,	71.7268
_ch0_neuron0,	72.4971
_ch0_neuron0,	73.9388
_ch0_neuron0,	74.6844
_ch0_neuron0,	75.4573
_ch0_neuron0,	76.2863
_ch0_neuron0,	77.1701
_ch0_neuron0,	78.0393
_ch0_neuron0,	78.9311
_ch0_neuron0,	79.8069
_ch0_neuron0,	80.6644
_ch0_neuron0,	81.4919
_ch0_neuron0,	82.2946
_ch0_neuron0,	83.0223
_ch0_neuron0,	84.4262
_ch0_neuron0,	85.1191
_ch0_neuron0,	85.8601
_ch0_neuron0,	86.6698
_ch0_neuron0,	87.5672
_ch0_neuron0,	88.4809
_ch0_neuron0,	89.3589
_ch0_neuron0,	90.2199
_ch0_neuron0,	91.8495
_ch0_neuron0,	92.5566
_ch0_neuron0,	93.9762
_ch0_neuron0,	94.7077
_ch0_neuron0,	95.5340
_ch0_neuron0,	96.4266
_ch0_neuron0,	97.3492
_ch0_neuron0,	98.2534
_ch0_neuron0,	99.1415
_ch0_neuron0,	99.9963
_ch0_neuron0,	100.7991
_ch0_neuron0,	101.5228
_ch0_neuron0,	102.2116
_ch0_neuron0,	104.2497
_ch0_neuron0,	105.0707
_ch0_neuron0,	105.9711
_ch0_neuron0,	106.9229
_ch0_neuron0,	107.8336
_ch0_neuron0,	108.7187
_ch0_neuron0,	109.5915
_ch0_neuron0,	110.4395
_ch0_neuron0,	111.2551
_ch0_neuron0,	112.0270
_ch0_neuron0,	112.7633
_ch0_neuron0,	113.4599
_ch0_neuron0,	114.1495
_ch0_neuron0,	114.8556
_ch0_neuron0,	115.6268
_ch0_neuron0,	116.4426
_ch0_neuron0,	117.3041
_ch0_neuron0,	118.2266
_ch0_neuron0,	119.1593
_ch0_neuron0,	120.0894
_ch0_neuron0,	121.0086
_ch0_neuron0,	121.9258
_ch0_neuron0,	122.8002
_ch0_neuron0,	124.3274
_ch0_neuron0,	125.1153
_ch0_neuron0,	125.9195
_ch0_neuron0,	126.7768
_ch0_neuron0,	127.6716
_ch0_neuron0,	128.5873
_ch0_neuron0,	129.4831
_ch0_neuron0,	130.3417
_ch0_neuron0,	131.1627
_ch0_neuron0,	131.9482
_ch0_neuron0,	132.6919
_ch0_neuron0,	133.3913
_ch0_neuron0,	134.0932
_ch0_neuron0,	134.7990
_ch0_neuron0,	135.5648
_ch0_neuron0,	136.4774
_ch0_neuron0,	137.3520
_ch0_neuron0,	138.2280
_ch0_neuron0,	139.1096
_ch0_neuron0,	140.0094
_ch0_neuron0,	140.9122
_ch0_neuron0,	141.7778
_ch0_neuron0,	142.5974
_ch0_neuron0,	143.3189
_ch0_neuron0,	144.0277
_ch0_neuron0,	144.7439
_ch0_neuron0,	145.4944
_ch0_neuron0,	146.2713
_ch0_neuron0,	147.0675
_ch0_neuron0,	147.8767
_ch0_neuron0,	148.6989
_ch0_neuron0,	149.5312
_ch0_neuron0,	150.3545
_ch0_neuron0,	151.1710
_ch0_neuron0,	151.9162
_ch0_neuron0,	152.6213
_ch0_neuron0,	154.0269
_ch0_neuron0,	154.7719
_ch0_neuron0,	155.5801
_ch0_neuron0,	156.3822
_ch0_neuron0,	157.1548
_ch0_neuron0,	157.9977
_ch0_neuron0,	158.8179
_ch0_neuron0,	159.6444
_ch0_neuron0,	160.4645
_ch0_neuron0,	161.2574
_ch0_neuron0,	161.9775
_ch0_neuron0,	162.6784
_ch0_neuron0,	163.3528
_ch0_neuron0,	164.0293
_ch0_neuron0,	164.7721
_ch0_neuron0,	165.7061
_ch0_neuron0,	166.5958
_ch0_neuron0,	167.4673
_ch0_neuron0,	168.3081
_ch0_neuron0,	169.1472
_ch0_neuron0,	169.9366
_ch0_neuron0,	170.7015
_ch0_neuron0,	171.4658
_ch0_neuron0,	172.1614
_ch0_neuron0,	172.8497
_ch0_neuron0,	173.5442
_ch0_neuron0,	174.2492
_ch0_neuron0,	175.0765
_ch0_neuron0,	176.0977
_ch0_neuron0,	177.0134
_ch0_neuron0,	177.9255
_ch0_neuron0,	178.8789
_ch0_neuron0,	179.8358
_neuron0threshhig12728,	0.0000
_neuron0threshlow6680,	0.0000
